index,mtx,m,n,nnz,mp16,mp4,mpnz
801,0669_fpga_dcop_35.mtx,1220,1220,5892,4802,22651,46772
802,2045_nemeth13.mtx,9506,9506,474472,24161,810939,24150738
803,1696_cavity19.mtx,4562,4562,138187,26811,379597,5266377
804,1321_Alemdar.mtx,6245,6245,42581,468059,700846,325145
805,0457_Trefethen_200.mtx,200,200,2890,593,5556,42070
806,2745_adaptive.mtx,6815744,6815744,27248640,17076362,40339578,108951560
807,1963_poisson3Da.mtx,13514,13514,352762,17489855,26724229,11768678
808,1092_bcsstm10.mtx,1086,1086,22092,2818,41712,483692
809,0667_fpga_dcop_48.mtx,1220,1220,5892,4802,22651,46772
810,1844_lhr10.mtx,10672,10672,232633,39109,546899,5100429
811,0377_mesh3em5.mtx,289,289,1889,597,3815,12585
812,2003_net25.mtx,9520,9520,401200,3550031,11023960,26950780
813,0481_str_400.mtx,363,363,3157,2675,9769,28835
814,1973_email-Enron.mtx,36692,36692,367662,14066815,36845388,51501448
815,2168_G2_circuit.mtx,150102,150102,726674,521840,1863088,3579388
816,0167_ash85.mtx,85,85,523,94,962,3385
817,1570_orani678.mtx,2529,2529,90158,16480,266458,5018905
818,2449_rma10.mtx,46835,46835,2374001,522550,7483361,156480259
819,1216_cavity09.mtx,1182,1182,32747,6566,85254,1169457
820,0910_adder_dcop_12.mtx,1813,1813,11246,64442,208557,1848518
821,1404_kineticBatchReactor_3.mtx,5082,5082,53219,85886,535634,7496739
822,2062_t3dl.mtx,20360,20360,509866,564975,5667392,13082922
823,2236_net50.mtx,16320,16320,945200,4915376,17188874,79727280
824,2076_psmigr_3.mtx,3140,3140,543162,6426413,83448995,230616060
825,1839_mark3jac080sc.mtx,36609,36609,227955,654384,1919102,1563802
826,2450_poisson3Db.mtx,85623,85623,2374949,123562446,156154422,84407251
827,0551_fs_541_3.mtx,541,541,4285,3207,10809,31399
828,0970_spaceStation_4.mtx,950,950,13626,15158,69625,248396
829,2187_dc3.mtx,116835,116835,766396,54085239,842958660,13044214110
830,2391_Goodwin_071.mtx,56021,56021,1797934,374076,7694631,71495155
831,0886_adder_dcop_47.mtx,1813,1813,11246,64442,208557,1848518
832,1881_cegb2802.mtx,2802,2802,277362,32212,818909,31398786
833,0681_fpga_dcop_27.mtx,1220,1220,5892,4802,22651,46772
834,2050_af23560.mtx,23560,23560,484256,90091,453312,9996480
835,2300_language.mtx,399130,399130,1216334,1432634,3096785,5516759
836,0208_adjnoun.mtx,112,112,850,341,7291,11708
837,0935_G54.mtx,1000,1000,11832,122013,504487,293434
838,1692_cavity22.mtx,4562,4562,138187,26811,379597,5266377
839,0903_adder_dcop_27.mtx,1813,1813,11246,64442,208557,1848518
840,2099_ut2010.mtx,115406,115406,572066,6433094,8142100,4521342
841,2022_wy2010.mtx,86204,86204,427586,4317581,5759920,3194734
842,2231_sx-superuser.mtx,194085,194085,924886,148329899,186077562,182151406
843,1807_internet.mtx,124651,124651,207214,239314,527609,574229
844,0997_c-18.mtx,2169,2169,15145,17096,67327,264233
845,0194_rotor1.mtx,100,100,708,134,970,8148
846,2090_k1_san.mtx,67759,67759,559774,537445,2680735,5132706
847,2654_hood.mtx,220542,220542,10768436,2774330,22055928,562028138
848,1139_email-Eu-core-temporal.mtx,1005,1005,24929,235733,1739308,1473463
849,0144_impcol_c.mtx,137,137,411,83,754,1340
850,1004_ukerbe1.mtx,5981,5981,15704,14899,55856,46884
851,1148_lns_3937.mtx,3937,3937,25407,10414,71715,190725
852,1098_saylr4.mtx,3564,3564,22316,17113,86947,141716
853,2178_copter2(0).mtx,55476,55476,759952,2220430,7133107,11383564
854,1689_cavity21.mtx,4562,4562,138187,26811,379597,5266377
855,2799_soc-LiveJournal1.mtx,4847571,4847571,68993773,5810071069,7881603691,5915633945
856,2088_c-62ghs.mtx,41731,41731,559343,3691085,10283613,56637013
857,1855_struct4.mtx,4350,4350,237798,108454,1506620,15073584
858,0210_gre_216b.mtx,216,216,876,164,1323,3666
859,2085_rajat23.mtx,110355,110355,556938,1255341,8876594,43776114
860,0501_pores_3.mtx,532,532,3474,820,2569,24514
861,1334_mycielskian10.mtx,767,767,44392,30899,758553,4638966
862,0127_GD98_c.mtx,112,112,336,328,2676,1008
863,0236_bcsstm08.mtx,1074,1074,1074,68,269,1074
864,2255_smallworld.mtx,100000,100000,999996,1284702,2855849,10180388
865,2325_heart1.mtx,3557,3557,1387773,584037,17685658,596065851
866,1032_Chebyshev2.mtx,2053,2053,18447,1405,7175,133125
867,2415_coAuthorsDBLP.mtx,299067,299067,1955352,14891831,23005496,41596208
868,0709_cz628.mtx,628,628,6346,2185,17751,50752
869,0336_oscil_dcop_07.mtx,430,430,1544,1383,4785,6450
870,0892_adder_dcop_63.mtx,1813,1813,11246,64442,208557,1848518
871,0517_steam1.mtx,240,240,3762,479,5672,61884
872,2332_bcsstk35.mtx,30237,30237,1450163,183228,2313474,75674835
873,2555_thread.mtx,29736,29736,4470048,2326581,41554640,738161100
874,2522_barrier2-1.mtx,113076,113076,3805068,47778286,105402239,198352590
875,2421_cage12.mtx,130228,130228,2032536,5192538,20136151,34610826
876,2507_amazon0601.mtx,403394,403394,3387388,15344740,22226020,32373599
877,1235_bips98_606.mtx,7135,7135,34738,49811,163412,243229
878,2303_mn2010.mtx,259777,259777,1227102,8876989,13772595,7775166
879,1518_cavity15.mtx,2597,2597,76367,15197,216649,2849767
880,2171_TSOPF_FS_b39_c7.mtx,28216,28216,730080,1053113,40681238,1991934390
881,2351_lhr71c.mtx,70304,70304,1528092,261241,3602865,33298428
882,1555_fv1.mtx,9604,9604,85264,21775,112825,760384
883,1421_bcsstk27.mtx,1224,1224,56126,3627,95566,2691026
884,2243_pcrystk02.mtx,13965,13965,968583,261545,3076428,70250431
885,0421_dwb512.mtx,512,512,2500,480,3052,12380
886,1849_lhr11.mtx,10964,10964,233741,39739,550675,5107519
887,2111_bcsstk33.mtx,8738,8738,591904,186525,2356181,42361950
888,1191_LeGresley_4908.mtx,4908,4908,30482,135115,288258,236830
889,1182_ACTIVSg2000.mtx,4000,4000,29336,171560,328976,259904
890,1783_skirt.mtx,12598,12598,196520,155432,785452,3567118
891,0540_young2c.mtx,841,841,4089,1271,9759,19989
892,1292_G29.mtx,2000,2000,39980,1250913,2783654,840402
893,1523_ex28.mtx,2603,2603,77781,12243,104521,2895111
894,0039_bcsstm02.mtx,66,66,66,5,17,66
895,1904_finance256.mtx,37376,37376,298496,331216,2222352,3856896
896,2796_hugebubbles-00020.mtx,21198119,21198119,63580358,123692906,194962226,190713076
897,2066_ted_AB_unscaled.mtx,10605,10605,522387,68195,1682237,30059308
898,2484_roadNet-PA.mtx,1090920,1090920,3083796,4763579,12626823,9865130
899,0213_polbooks.mtx,105,105,882,257,3235,10526
900,0264_impcol_d.mtx,425,425,1339,296,2329,4309
901,0087_GD98_b.mtx,121,121,207,134,712,515
902,2397_com-Amazon.mtx,334863,334863,1851744,21906719,22251592,21356116
903,1550_bcsstk13.mtx,2003,2003,83883,32112,407619,4554541
904,1558_fv2.mtx,9801,9801,87025,22329,115835,776161
905,1957_mark3jac120sc.mtx,54929,54929,342475,986299,2888137,2352042
906,1172_bayer05.mtx,3268,3268,27836,6583,36084,281667
907,2261_gyro.mtx,17361,17361,1021159,1089502,6718823,77897567
908,0713_bcspwr09.mtx,1723,1723,6511,32292,47939,29801
909,0062_bcspwr01.mtx,39,39,131,27,224,479
910,2657_SiO2.mtx,155331,155331,11283503,65376937,560809421,14261280271
911,1744_Zhao1.mtx,33861,33861,166453,105388,431427,822073
912,2788_wb-edu.mtx,9845725,9845725,57156537,56891224,315577966,1559579990
913,1254_Chebyshev3.mtx,4101,4101,36879,2813,14343,266245
914,2674_hugetrace-00000.mtx,4588484,4588484,13758266,17012458,36371678,41260426
915,1653_conf5_0-4x4-22.mtx,3072,3072,119808,43712,328704,4672512
916,1897_raefsky2.mtx,3242,3242,294276,102547,1327527,28167464
917,2504_m14b.mtx,214765,214765,3358036,35264013,47385229,54611410
918,0870_adder_dcop_66.mtx,1813,1813,11246,64442,208557,1848518
919,1096_ex33.mtx,1733,1733,22189,5159,40490,315055
920,2328_nc2010.mtx,288987,288987,1416620,13213922,18657928,9728776
921,2371_turon_m.mtx,189924,189924,1690876,1517096,8316802,16502518
922,2143_Zd_Jac2_db.mtx,22835,22835,676439,479493,11245297,67107067
923,2376_venkat25.mtx,62424,62424,1717792,604120,743732,47598848
924,2091_patents_main.mtx,240547,240547,560943,3098237,3207655,2604790
925,2265_Goodwin_054.mtx,32510,32510,1030878,242635,4346501,40744030
926,1005_nos3.mtx,960,960,15844,1986,16480,267270
927,1678_Wordnet3.mtx,82670,82670,132964,356743,497006,562656
928,0153_sphere2.mtx,66,66,450,47,867,3090
929,2615_web-BerkStan.mtx,685230,685230,7600595,12554832,65083267,222498869
930,1181_msc01050.mtx,1050,1050,29156,11568,87891,1131828
931,2466_ASIC_320k.mtx,321821,321821,2635364,348084286,5347198763,81429459484
932,2552_TSOPF_RS_b300_c3.mtx,42138,42138,4413449,328510,3616260,34508933
933,1706_ted_B_unscaled.mtx,10605,10605,144579,11779,318158,3536877
934,1875_jan99jac120sc.mtx,41374,41374,260202,877609,1504862,2461485
935,2313_in2010.mtx,267071,267071,1281716,10591547,15488570,7815000
936,1546_G64.mtx,7000,7000,82918,3676208,7022704,2831410
937,0959_rajat12.mtx,1879,1879,12926,21345,295380,2379244
938,2012_sd2010.mtx,88360,88360,410722,2610296,4499812,2427566
939,2196_Chevron2.mtx,90249,90249,803173,207445,1095681,7192333
940,2094_g7jac140sc.mtx,41490,41490,565956,6088606,13198802,16084907
941,2311_c-73.mtx,169422,169422,1279274,21677027,328273718,3897967980
942,2294_tn2010.mtx,240116,240116,1193966,10806801,15540955,8092388
943,1905_c-60.mtx,43640,43640,298578,603280,2034126,10936428
944,2324_nemeth22.mtx,9506,9506,1358832,99277,4812521,197119188
945,1271_dynamicSoaringProblem_8.mtx,3543,3543,38136,22221,189110,2992978
946,0299_oscil_dcop_28.mtx,430,430,1544,1383,4785,6450
947,2647_kron_g500-logn17.mtx,131072,131072,10228360,11537649460,18002396209,19536683396
948,1471_thermal.mtx,3456,3456,66528,8568,176256,1365984
949,1851_igbt3.mtx,10938,10938,234006,984472,2783081,5158230
950,1056_olm5000.mtx,5000,5000,19996,2185,11240,79972
951,0928_watt_2.mtx,1856,1856,11550,2154,14938,82066
952,2430_mc2depi.mtx,525825,525825,2100225,685595,3146351,8391680
953,1880_enron.mtx,69244,69244,276143,4719547,13089504,16763750
954,2451_TSOPF_FS_b162_c4.mtx,40798,40798,2398220,4199806,184655874,10156180796
955,2491_pkustk03.mtx,63336,63336,3130416,983299,6223630,163546128
956,1094_Hamrle2.mtx,5952,5952,22162,6438,14848,83772
957,0983_adder_trans_02.mtx,1814,1814,14579,130966,373007,2174239
958,1777_mult_dcop_03.mtx,25187,25187,193216,5204023,42109867,520493919
959,1527_LFAT5000.mtx,19994,19994,79966,8744,124925,339826
960,1075_swang1.mtx,3169,3169,20841,43705,147537,139671
961,1803_TSOPF_RS_b162_c1.mtx,5374,5374,205399,24663,206480,1559407
962,0117_pivtol.mtx,102,102,306,49,234,918
963,2531_barrier2-11.mtx,115625,115625,3897557,48925751,114133179,225039317
964,0646_fpga_dcop_29.mtx,1220,1220,5892,4802,22651,46772
965,1719_hangGlider_4.mtx,15561,15561,149532,837297,12359261,192595672
966,2663_pwtk.mtx,217918,217918,11634424,1141842,20241142,626054402
967,2754_coPapersDBLP.mtx,540486,540486,30491458,150847935,674374110,4091407036
968,1174_fd12.mtx,7500,7500,28462,20302,69057,111502
969,1587_cti.mtx,16840,16840,96464,75155,312386,556806
970,2046_g7jac120sc.mtx,35550,35550,475296,4902787,10622393,12949407
971,2630_Ge99H100.mtx,112985,112985,8451395,39077928,174295587,1642015363
972,1804_cz20468.mtx,20468,20468,206076,81439,574729,1618324
973,2249_or2010.mtx,196621,196621,979512,10195319,12947503,7155436
974,1818_jan99jac100sc.mtx,34454,34454,215862,716116,1234750,2029225
975,1736_OPF_3754.mtx,15435,15435,158273,80981,323991,2095133
976,0805_iprob.mtx,3001,3001,9000,36092,567001,9012000
977,1178_c-22.mtx,3792,3792,28872,36885,144782,822530
978,2621_shipsec1.mtx,140874,140874,7813404,2378461,18069913,450639288
979,0202_rajat11.mtx,135,135,812,243,1173,6140
980,1204_p2p-Gnutella05.mtx,8846,8846,31839,183011,222898,136650
981,1821_lowThrust_8.mtx,17702,17702,216445,356947,3741509,97405815
982,1813_copter1.mtx,17222,17222,211064,250835,1121328,3156026
983,2845_uk-2005.mtx,39459925,39459925,936364282,629292017,3994122463,71150593524
984,2007_c-57.mtx,37833,37833,405197,1619037,29267199,692624981
985,0851_adder_dcop_03.mtx,1813,1813,11148,63227,206734,1847459
986,2424_bcsstk30.mtx,28924,28924,2043492,477218,7280223,173481412
987,0514_stufe.mtx,1036,1036,3736,3185,13916,13728
988,1260_reorientation_6.mtx,3006,3006,37342,60227,620760,8470906
989,1068_bcsstm35.mtx,30237,30237,20619,2328,9207,46409
990,2219_sme3Da.mtx,12504,12504,874887,59563932,141223136,76470583
991,0675_fpga_dcop_03.mtx,1220,1220,5892,4802,22651,46772
992,1140_G55.mtx,5000,5000,24996,390709,417192,150488
993,1276_G10.mtx,800,800,38352,125000,3133136,1873950
994,0829_can_838.mtx,838,838,10010,7517,49510,152026
995,1795_chem_master1.mtx,40401,40401,201201,92766,491143,1002797
996,2623_Ge87H76.mtx,112985,112985,7892195,35891124,160428353,1469531179
997,0439_mcca.mtx,180,180,2659,259,8448,68605
998,1522_c-38.mtx,8127,8127,77689,115942,470906,2955037
999,2366_mo2010.mtx,343565,343565,1656568,14376962,21186620,10901760
1000,1107_barth4.mtx,6019,6019,23492,9886,40776,89722
1001,1907_dixmaanl.mtx,60000,60000,299998,86236,374982,1499982
1002,1959_a2nnsnsl.mtx,80016,80016,347222,993788,13050980,183800248
1003,0332_oscil_dcop_50.mtx,430,430,1544,1383,4785,6450
1004,2346_nemeth24.mtx,9506,9506,1506550,131929,6500471,244884334
1005,2387_bbmat.mtx,38744,38744,1771722,340085,5939006,96381493
1006,1052_G44.mtx,1000,1000,19980,235462,1199533,419226
1007,0828_M80PI_n1.mtx,4028,4028,9927,2192,9568,25565
1008,2020_ted_A.mtx,10605,10605,424587,32871,790356,18015573
1009,1274_G7.mtx,800,800,38352,125000,3155354,1872572
1010,1559_t2d_q9.mtx,9801,9801,87025,22329,115835,776161
1011,0988_Sieber.mtx,2290,2290,14873,21880,333477,7907329
1012,1532_lowThrust_3.mtx,7064,7064,80645,140046,1279801,15988161
1013,0721_orsirr_1.mtx,1030,1030,6858,2937,17298,46976
1014,1525_pesa.mtx,11738,11738,79566,104538,370339,548538
1015,1383_cryg10000.mtx,10000,10000,49699,20188,60479,247296
1016,0113_GD95_c.mtx,62,62,287,46,398,1721
1017,0737_reorientation_1.mtx,677,677,7326,9285,55471,480746
1018,2606_boneS01.mtx,127224,127224,6715152,2315826,19294384,394029846
1019,0152_bfwa62.mtx,62,62,450,50,974,3800
1020,1324_freeFlyingRobot_15.mtx,6038,6038,43378,26427,189391,1819974
1021,1642_g7jac040.mtx,11790,11790,114671,550005,1221098,1538270
1022,2454_net4-1.mtx,88343,88343,2441727,29955646,152890094,710317255
1023,0741_cavity04.mtx,317,317,7327,1374,18344,225447
1024,1766_dictionary28.mtx,52652,52652,178076,914407,2001930,1656482
1025,0350_M10PI_n.mtx,682,682,1633,902,2843,4215
1026,1315_dw4096.mtx,8192,8192,41746,12120,54008,213424
1027,0893_adder_dcop_64.mtx,1813,1813,11246,64442,208557,1848518
1028,0914_adder_dcop_34.mtx,1813,1813,11246,64442,208557,1848518
1029,2409_conf5_4-8x8-05.mtx,49152,49152,1916928,730112,5259264,74760192
1030,1674_bodyy5.mtx,18589,18589,129281,46970,229646,903511
1031,1111_G35.mtx,2000,2000,23556,468646,1362185,656030
1032,2335_rgg_n_2_17_s0.mtx,131072,131072,1457506,12502410,50787373,17673188
1033,2069_c-67.mtx,57975,57975,531935,843304,9127038,120893775
1034,2361_coAuthorsCiteseer.mtx,227320,227320,1628268,6733212,12376431,37367516
1035,0912_adder_dcop_37.mtx,1813,1813,11246,64442,208557,1848518
1036,0279_rajat14.mtx,180,180,1503,479,4615,54781
1037,1412_ex7.mtx,1633,1633,54543,11611,178915,2205271
1038,1754_SiH4.mtx,5041,5041,171903,439096,2239997,11295343
1039,2682_memchip.mtx,2707524,2707524,14810202,10825853,39894183,86179459
1040,2542_gupta2.mtx,62064,62064,4248286,52543637,964161400,8157571640
1041,2538_debr.mtx,1048576,1048576,4194298,917484,4194276,16777178
1042,0323_oscil_dcop_31.mtx,430,430,1544,1383,4785,6450
1043,0848_cage8.mtx,1015,1015,11003,7346,59602,129443
1044,2182_lhr34.mtx,35152,35152,764014,130533,1800843,16647454
1045,1682_c-39.mtx,9271,9271,136811,339410,1857558,17781309
1046,1866_bcsstk25.mtx,15439,15439,252241,111751,897186,4895103
1047,1025_freeFlyingRobot_4.mtx,2358,2358,18218,9583,53465,386704
1048,2734_human_gene1.mtx,22283,22283,24669643,2301975403,29638803565,71557562711
1049,1584_epb1.mtx,14734,14734,95053,32751,153084,631854
1050,2169_id2010.mtx,149842,149842,728264,8059577,10569943,5578664
1051,1067_kineticBatchReactor_1.mtx,2052,2052,20600,33889,172888,1088008
1052,1072_sherman5.mtx,3312,3312,20793,11101,41420,237936
1053,1656_conf5_0-4x4-10.mtx,3072,3072,119808,43712,328704,4672512
1054,2601_TEM152078.mtx,152078,152078,6459326,4907485,27437320,316248060
1055,0311_oscil_dcop_36.mtx,430,430,1544,1383,4785,6450
1056,0262_S10PI_n1.mtx,528,528,1317,627,1781,3515
1057,2080_c-58.mtx,37595,37595,552557,5799792,18673237,78809187
1058,1936_fe_body.mtx,45087,45087,327468,194096,1035046,2635052
1059,2751_mouse_gene.mtx,45101,45101,28967291,10187030563,49677499184,51703801103
1060,2215_fp.mtx,7548,7548,848553,1406664,20427811,266658441
1061,1226_gemat11.mtx,4929,4929,33185,49517,113209,225268
1062,0763_jagmesh5.mtx,1180,1180,7750,2862,16105,51742
1063,1241_reorientation_5.mtx,2904,2904,35590,62025,603729,7906282
1064,0327_oscil_dcop_33.mtx,430,430,1544,1383,4785,6450
1065,0300_oscil_dcop_29.mtx,430,430,1544,1383,4785,6450
1066,1693_cavity20.mtx,4562,4562,138187,26811,379597,5266377
1067,0160_bcspwr03.mtx,118,118,476,190,1180,2210
1068,1377_bips07_1693.mtx,13275,13275,49044,55604,182431,279589
1069,1978_vsp_south31_slptsk.mtx,39668,39668,379828,4900430,73600832,678848892
1070,1921_crystk01.mtx,4875,4875,315891,89445,967517,21722041
1071,1301_G22.mtx,2000,2000,39980,1250270,2768657,840492
1072,0696_dwt_503.mtx,503,503,6027,3068,18088,84723
1073,0638_fpga_dcop_05.mtx,1220,1220,5852,4800,22484,46503
1074,0293_oscil_dcop_17.mtx,430,430,1544,1383,4785,6450
1075,0754_dwt_878.mtx,878,878,7448,1355,10698,64406
1076,2047_g7jac120.mtx,35550,35550,475296,4902787,10622393,12949407
1077,2163_c-64b.mtx,51035,51035,717841,3023014,43474581,1212176699
1078,0408_poisson2D.mtx,367,367,2417,9453,36564,16419
1079,0822_pores_2.mtx,1224,1224,9613,4525,12754,77875
1080,1530_ex12.mtx,3973,3973,80211,18091,230828,1863151
1081,2730_AS365.mtx,3799275,3799275,22736152,90105754,125010085,138906828
1082,0861_adder_dcop_08.mtx,1813,1813,11242,64389,208500,1848472
1083,1824_ABACUS_shell_ud.mtx,23412,23412,218484,504926,3287381,2079018
1084,2006_c-55.mtx,32780,32780,403450,2131729,5225609,24640048
1085,2500_wiki-talk-temporal.mtx,1140149,1140149,3309592,563326456,949029964,787037150
1086,1836_lowThrust_13.mtx,18476,18476,224897,391272,7438642,105963043
1087,0289_oscil_dcop_21.mtx,430,430,1544,1383,4785,6450
1088,2414_rajat24.mtx,358172,358172,1948235,146466063,1301455785,11629885155
1089,2518_smt.mtx,25710,25710,3753184,3844899,42457508,605945948
1090,0546_b2_ss.mtx,1089,1089,4228,1974,11600,15855
1091,2821_Cube_Coup_dt0.mtx,2164760,2164760,127206144,34064896,117471922,7518203008
1092,0920_adder_dcop_50.mtx,1813,1813,11246,64442,208557,1848518
1093,0936_G48.mtx,3000,3000,12000,6060,18748,48000
1094,1046_g7jac010sc.mtx,2880,2880,19635,24641,78270,135306
1095,2331_vfem.mtx,93476,93476,1434636,1261581,9564869,22928022
1096,0953_cz1268.mtx,1268,1268,12786,4616,36160,101088
1097,1764_wang3.mtx,26064,26064,177168,114859,491310,1209234
1098,0724_spaceShuttleEntry_1.mtx,560,560,6891,9332,51674,349185
1099,0362_west0497.mtx,497,497,1727,600,3151,5776
1100,2600_Chevron4.mtx,711450,711450,6376412,1640316,8509343,57281204
1101,2806_Long_Coup_dt6.mtx,1470152,1470152,87088992,28978769,81628808,5224243712
1102,1199_c-23.mtx,3969,3969,31079,34827,145703,1133019
1103,1694_cavity18.mtx,4562,4562,138187,26811,379597,5266377
1104,0605_spaceStation_3.mtx,467,467,5103,4789,19515,70859
1105,1395_lock1074.mtx,1074,1074,51588,3815,79744,2752056
1106,0689_fpga_dcop_30.mtx,1220,1220,5892,4802,22651,46772
1107,2676_italy_osm.mtx,6686493,6686493,14027956,7615216,24113000,30544298
1108,1065_t3dl_e.mtx,20360,20360,20360,1273,5090,20360
1109,1020_spaceStation_6.mtx,1111,1111,17595,10491,50916,356761
1110,0677_fpga_dcop_25.mtx,1220,1220,5892,4802,22651,46772
1111,2105_nemeth16.mtx,9506,9506,587012,29139,1132443,36508092
1112,2048_c-59.mtx,41282,41282,480536,2103963,5780005,28900806
1113,1782_vsp_befref_fxm_2_4_air02.mtx,14109,14109,196448,1817147,32873954,79224142
1114,1281_G3.mtx,800,800,38352,125000,3209751,1874060
1115,2186_dc1.mtx,116835,116835,766396,54085239,842958660,13044214110
1116,1044_coater1.mtx,1348,1348,19457,10784,127365,330910
1117,0260_impcol_e.mtx,225,225,1308,264,2060,9076
1118,1474_flowmeter5.mtx,9669,9669,67391,67413,421602,471189
1119,2820_Cube_Coup_dt6.mtx,2164760,2164760,127206144,34064896,117471922,7518203008
1120,1082_utm1700b.mtx,1700,1700,21509,4163,49911,291518
1121,0105_GD99_b.mtx,64,64,252,64,940,996
1122,1059_shyy41.mtx,4720,4720,20042,7073,30143,92594
1123,0781_poli.mtx,4008,4008,8188,2088,5977,15718
1124,0341_oscil_dcop_41.mtx,430,430,1544,1383,4785,6450
1125,2773_dgreen.mtx,1200611,1200611,38259877,2358568639,2709355495,1376588233
1126,1266_dynamicSoaringProblem_7.mtx,3511,3511,37680,21250,183630,2940744
1127,1283_G4.mtx,800,800,38352,125000,3147208,1874210
1128,1070_p2p-Gnutella08.mtx,6301,6301,20777,113896,154429,94194
1129,2183_trans4.mtx,116835,116835,766396,54085239,842958660,13044214110
1130,0593_bp_1400.mtx,822,822,4790,16680,38928,26056
1131,2672_CurlCurl_3.mtx,1219574,1219574,13544618,6461356,61211404,151383222
1132,0796_EX2(0).mtx,560,560,8736,11149,83220,137664
1133,1752_jan99jac080.mtx,27534,27534,171522,553594,963862,1596965
1134,2638_CurlCurl_2.mtx,806529,806529,8921789,4285391,39932479,99377487
1135,2619_CO.mtx,221119,221119,7666057,22171726,106046366,276737749
1136,1805_mario001.mtx,38434,38434,206156,543920,1148543,1255890
1137,1326_c-29.mtx,5033,5033,43731,46547,258605,1665149
1138,0527_lshp_577.mtx,577,577,3889,1543,8561,26483
1139,0494_str_600.mtx,363,363,3279,3551,12084,30187
1140,1865_rajat26.mtx,51032,51032,249302,651328,5227208,27217479
1141,1491_L-9.mtx,17983,17983,71192,42444,193902,282558
1142,2256_G_n_pin_pout.mtx,100000,100000,1002396,12401329,21467081,11053676
1143,0310_oscil_dcop_09.mtx,430,430,1544,1383,4785,6450
1144,2138_g7jac160.mtx,47430,47430,656616,7257902,15773960,19220407
1145,2037_tandem_dual.mtx,94069,94069,460493,524532,1912976,2263701
1146,2566_ecology2.mtx,999999,999999,4995991,1932710,6241912,24963947
1147,2785_nv2.mtx,1453908,1453908,52728362,2790648534,3119010981,2034624478
1148,2383_crystk03.mtx,24696,24696,1751178,469350,5451302,129128312
1149,1621_nasa4704.mtx,4704,4704,104756,23950,336280,2528934
1150,1457_bcsstk14.mtx,1806,1806,63454,10139,102860,2394170
1151,2503_amazon0505.mtx,410236,410236,3356824,15183652,22029005,31911578
1152,1548_rajat08.mtx,19362,19362,83443,129836,346105,383685
1153,0942_Journals.mtx,124,124,12068,512,29669,1238576
1154,2184_dc2.mtx,116835,116835,766396,54085239,842958660,13044214110
1155,0879_adder_dcop_61.mtx,1813,1813,11246,64442,208557,1848518
1156,0946_cryg2500.mtx,2500,2500,12349,5604,28911,61146
1157,1034_lhr01.mtx,1477,1477,18592,3440,34065,265079
1158,1553_c-44.mtx,10728,10728,85000,177621,518610,2436354
1159,1483_ex20.mtx,2203,2203,69981,21766,248179,2746143
1160,1939_lpl1.mtx,32460,32460,328036,4161535,13283459,11090646
1161,0291_oscil_dcop_57.mtx,430,430,1544,1383,4785,6450
1162,0038_Ragusa18.mtx,23,23,64,8,133,251
1163,2444_citationCiteseer.mtx,268495,268495,2313294,104560124,106215152,91113960
1164,1685_raefsky6.mtx,3402,3402,137845,30258,336634,3820703
1165,0869_adder_dcop_57.mtx,1813,1813,11246,64442,208557,1848518
1166,0629_netscience.mtx,1589,1589,5484,5680,11503,38052
1167,2544_pdb1HYS.mtx,36417,36417,4344765,1073713,20083901,555322659
1168,1316_dw8192.mtx,8192,8192,41746,12120,54008,213424
1169,0571_nos7.mtx,729,729,4617,1726,18219,29619
1170,1132_spaceStation_14.mtx,1640,1640,24324,25694,123077,484814
1171,0334_oscil_dcop_53.mtx,430,430,1544,1383,4785,6450
1172,2259_rim.mtx,22560,22560,1014951,283440,5551494,48495211
1173,1026_spiral.mtx,1434,1434,18228,5014,42279,837002
1174,1051_G43.mtx,1000,1000,19980,235571,1205465,418772
1175,2422_net100.mtx,29920,29920,2033200,13202892,63976324,238192780
1176,0600_S40PI_n1.mtx,2028,2028,5007,1317,5068,12965
1177,2317_SiO.mtx,33401,33401,1317655,3971914,21420809,164421039
1178,2633_TSOPF_FS_b300_c2.mtx,56814,56814,8767466,16843244,903187905,53947137470
1179,2457_tsyl201.mtx,20685,20685,2454957,1218895,17544632,308227437
1180,0908_adder_dcop_52.mtx,1813,1813,11246,64442,208557,1848518
1181,1013_dwt_992.mtx,992,992,16744,2152,55952,288368
1182,0664_fpga_dcop_37.mtx,1220,1220,5892,4802,22651,46772
1183,0146_bcsstm06.mtx,420,420,420,27,105,420
1184,1513_bips07_3078.mtx,21128,21128,75729,50249,94767,416958
1185,1825_ABACUS_shell_ld.mtx,23412,23412,218484,504926,3287381,2079018
1186,1237_cell2.mtx,7055,7055,34855,9989,43878,172693
1187,1892_mark3jac100.mtx,45769,45769,285215,820124,2403808,1957922
1188,1872_airfoil_2d.mtx,14214,14214,259688,1211671,7668944,4891351
1189,2616_radiation.mtx,223104,223104,7637688,597133182,851150360,312719514
1190,0579_cdde1.mtx,961,961,4681,1471,11225,22917
1191,1562_tuma1.mtx,22967,22967,87760,38301,171922,376418
1192,2474_windtunnel_evap3d.mtx,40816,40816,2730600,11362939,57659392,201100816
1193,2431_darcy003.mtx,389874,389874,2101242,5499397,11698068,12829364
1194,0790_dwt_1007.mtx,1007,1007,8575,1565,12058,74397
1195,1930_goodwin.mtx,7320,7320,324784,89103,1780400,15334394
1196,0428_S20PI_n1.mtx,1028,1028,2547,857,2872,6665
