index,mtx,m,n,nnz,mp16,mp4,mpnz
1424,1046_g7jac010sc.mtx,2880,2880,19635,172032,1954816,20106240
1425,2331_vfem.mtx,93476,93476,1434636,6505536,121416960,1469067264
1426,0953_cz1268.mtx,1268,1268,12786,41856,876800,13092864
1427,0724_spaceShuttleEntry_1.mtx,560,560,6891,36736,550912,7056384
1428,0362_west0497.mtx,497,497,1727,10176,156928,1768448
1429,2777_kron_g500-logn19.mtx,524288,524288,43562265,2506368320,10932535552,44607759360
1430,2414_rajat24.mtx,358172,358172,1948235,17246400,200898560,1994992640
1431,1764_wang3.mtx,26064,26064,177168,912320,14444544,181420032
1432,0605_spaceStation_3.mtx,467,467,5103,22720,354560,5225472
1433,1395_lock1074.mtx,1074,1074,51588,32576,1124352,52826112
1434,1199_c-23.mtx,3969,3969,31079,175936,2069248,31824896
1435,1694_cavity18.mtx,4562,4562,138187,186880,5005056,141503488
1436,0689_fpga_dcop_30.mtx,1220,1220,5892,45184,635648,6033408
1437,1020_spaceStation_6.mtx,1111,1111,17595,52544,885248,18017280
1438,2600_Chevron4.mtx,711450,711450,6376412,19882112,318112000,6529445888
1439,2658_rail4284.mtx,4284,1096894,11284032,100372224,898504704,11554848768
1440,1362_kneser_8_3_1.mtx,15737,15681,47042,2343808,11161600,48171008
1441,1065_t3dl_e.mtx,20360,20360,20360,81472,1303040,20848640
1442,0677_fpga_dcop_25.mtx,1220,1220,5892,45184,635648,6033408
1443,1281_G3.mtx,800,800,38352,160000,6478080,39272448
1444,1853_ch7-8-b3.mtx,58800,11760,235200,1665280,26281472,240844800
1445,2048_c-59.mtx,41282,41282,480536,4095424,37901568,492068864
1446,2105_nemeth16.mtx,9506,9506,587012,269760,13259008,601100288
1447,1044_coater1.mtx,1348,1348,19457,61312,1549824,19923968
1448,0260_impcol_e.mtx,225,225,1308,4224,84224,1339392
1449,2733_rel9.mtx,9888048,274669,23667183,838944640,4402095360,24235195392
1450,1782_vsp_befref_fxm_2_4_air02.mtx,14109,14109,196448,2809536,24427008,201162752
1451,2730_AS365.mtx,3799275,3799275,22736152,780058112,3871976704,23281819648
1452,0105_GD99_b.mtx,64,64,252,1024,30720,258048
1453,1082_utm1700b.mtx,1700,1700,21509,45888,1130752,22025216
1454,1474_flowmeter5.mtx,9669,9669,67391,449728,8194048,69008384
1455,0341_oscil_dcop_41.mtx,430,430,1544,14080,171776,1581056
1456,0781_poli.mtx,4008,4008,8188,56896,660992,8384512
1457,1059_shyy41.mtx,4720,4720,20042,107904,1459712,20523008
1458,1255_photogrammetry2.mtx,4472,936,37056,95744,1430528,37945344
1459,2186_dc1.mtx,116835,116835,766396,5265728,71401984,784789504
1460,1283_G4.mtx,800,800,38352,160000,6412800,39272448
1461,1266_dynamicSoaringProblem_7.mtx,3511,3511,37680,116352,1985536,38584320
1462,1070_p2p-Gnutella08.mtx,6301,6301,20777,853760,4253696,21275648
1463,0049_n3c5-b1.mtx,45,10,90,192,6656,92160
1464,0593_bp_1400.mtx,822,822,4790,79232,727808,4904960
1465,2676_italy_osm.mtx,6686493,6686493,14027956,151183232,1611874304,14364626944
1466,0796_EX2(0).mtx,560,560,8736,42688,863744,8945664
1467,1752_jan99jac080.mtx,27534,27534,171522,2733056,20192256,175638528
1468,2806_Long_Coup_dt6.mtx,1470152,1470152,87088992,127829440,1393423872,89179127808
1469,1805_mario001.mtx,38434,38434,206156,3738880,28052224,211103744
1470,0494_str_600.mtx,363,363,3279,22592,269056,3357696
1471,0527_lshp_577.mtx,577,577,3889,17472,279808,3982336
1472,1326_c-29.mtx,5033,5033,43731,220096,3157760,44780544
1473,2821_Cube_Coup_dt0.mtx,2164760,2164760,127206144,159979008,2035298304,130259091456
1474,2619_CO.mtx,221119,221119,7666057,39416320,615981568,7850042368
1475,2638_CurlCurl_2.mtx,806529,806529,8921789,34757440,752461056,9135911936
1476,0310_oscil_dcop_09.mtx,430,430,1544,14080,171776,1581056
1477,2672_CurlCurl_3.mtx,1219574,1219574,13544618,52839296,1145079296,13869688832
1478,2183_trans4.mtx,116835,116835,766396,5265728,71401984,784789504
1479,1491_L-9.mtx,17983,17983,71192,526336,7579136,72900608
1480,1865_rajat26.mtx,51032,51032,249302,2067520,24605184,255285248
1481,2256_G_n_pin_pout.mtx,100000,100000,1002396,39986752,242087168,1026453504
1482,2037_tandem_dual.mtx,94069,94069,460493,4945408,56398336,471544832
1483,2138_g7jac160.mtx,47430,47430,656616,9567488,87961600,672374784
1484,0798_well1850.mtx,1850,712,8758,56000,758784,8968192
1485,1457_bcsstk14.mtx,1806,1806,63454,73920,1685504,64976896
1486,2383_crystk03.mtx,24696,24696,1751178,1889024,46400000,1793206272
1487,2354_lp_nug30.mtx,52260,379350,1567800,51546624,264849408,1605427200
1488,1621_nasa4704.mtx,4704,4704,104756,181888,5012992,107270144
1489,2566_ecology2.mtx,999999,999999,4995991,27951616,319741440,5115894784
1490,0942_Journals.mtx,124,124,12068,4096,245504,12357632
1491,1548_rajat08.mtx,19362,19362,83443,1129088,10939648,85445632
1492,0879_adder_dcop_61.mtx,1813,1813,11246,239872,1589504,11515904
1493,1034_lhr01.mtx,1477,1477,18592,39296,873984,19038208
1494,2205_n4c6-b11.mtx,69235,132402,830820,5803200,92166656,850759680
1495,0946_cryg2500.mtx,2500,2500,12349,68800,1097728,12645376
1496,2503_amazon0505.mtx,410236,410236,3356824,104480512,529515776,3437387776
1497,2184_dc2.mtx,116835,116835,766396,5265728,71401984,784789504
1498,1553_c-44.mtx,10728,10728,85000,675392,6780416,87040000
1499,0291_oscil_dcop_57.mtx,430,430,1544,14080,171776,1581056
1500,1483_ex20.mtx,2203,2203,69981,108928,2677504,71660544
1501,0038_Ragusa18.mtx,23,23,64,256,7168,65536
1502,1939_lpl1.mtx,32460,32460,328036,4271808,47767296,335908864
1503,2799_soc-LiveJournal1.mtx,4847571,4847571,68993773,2594983744,13419932160,70649623552
1504,0629_netscience.mtx,1589,1589,5484,62080,474368,5615616
1505,0869_adder_dcop_57.mtx,1813,1813,11246,239872,1589504,11515904
1506,1685_raefsky6.mtx,3402,3402,137845,185600,4691200,141153280
1507,0433_lp_grow7.mtx,140,301,2612,2944,80640,2674688
1508,0571_nos7.mtx,729,729,4617,19072,463616,4727808
1509,0334_oscil_dcop_53.mtx,430,430,1544,14080,171776,1581056
1510,2478_stat96v2.mtx,29089,957432,2852184,4940544,97766400,2920636416
1511,1132_spaceStation_14.mtx,1640,1640,24324,103424,1607936,24907776
1512,2544_pdb1HYS.mtx,36417,36417,4344765,3243584,105730816,4449039360
1513,2710_GL7d21.mtx,822922,1437547,18174775,1153876800,4650235904,18610969600
1514,1316_dw8192.mtx,8192,8192,41746,164608,2681856,42747904
1515,1026_spiral.mtx,1434,1434,18228,38528,695040,18665472
1516,1051_G43.mtx,1000,1000,19980,251456,4422912,20459520
1517,0779_relat6.mtx,2340,157,8108,52288,872448,8302592
1518,2259_rim.mtx,22560,22560,1014951,1336896,45466112,1039309824
1519,2444_citationCiteseer.mtx,268495,268495,2313294,146799104,591581696,2368813056
1520,0600_S40PI_n1.mtx,2028,2028,5007,30144,408576,5127168
1521,1013_dwt_992.mtx,992,992,16744,23296,931840,17145856
1522,0146_bcsstm06.mtx,420,420,420,1728,26880,430080
1523,0908_adder_dcop_52.mtx,1813,1813,11246,239872,1589504,11515904
1524,2317_SiO.mtx,33401,33401,1317655,5837696,94887680,1349278720
1525,0664_fpga_dcop_37.mtx,1220,1220,5892,45184,635648,6033408
1526,2422_net100.mtx,29920,29920,2033200,9396352,142121984,2081996800
1527,2457_tsyl201.mtx,20685,20685,2454957,2723264,76622336,2513875968
1528,1728_nsir.mtx,4453,10057,154939,641920,10348032,158657536
1529,0704_lp_perold.mtx,625,1506,6148,33408,499200,6295552
1530,2820_Cube_Coup_dt6.mtx,2164760,2164760,127206144,159979008,2035298304,130259091456
1531,1446_testbig.mtx,17613,31223,61639,336064,6198784,63118336
1532,1513_bips07_3078.mtx,21128,21128,75729,643904,5437952,77546496
1533,1093_IG5-11.mtx,1227,1692,22110,122688,2740480,22640640
1534,1237_cell2.mtx,7055,7055,34855,139072,2250240,35691520
1535,1825_ABACUS_shell_ld.mtx,23412,23412,218484,1770752,34303744,223727616
1536,1892_mark3jac100.mtx,45769,45769,285215,4069440,41891328,292060160
1537,1872_airfoil_2d.mtx,14214,14214,259688,2386624,42275840,265920512
1538,0544_lp_degen2.mtx,444,757,4201,28224,429056,4301824
1539,0579_cdde1.mtx,961,961,4681,19136,419584,4793344
1540,0482_lp_modszk1.mtx,687,1620,3168,33408,369664,3244032
1541,0790_dwt_1007.mtx,1007,1007,8575,20928,445440,8780800
1542,1562_tuma1.mtx,22967,22967,87760,601152,8504320,89866240
1543,0428_S20PI_n1.mtx,1028,1028,2547,17984,216576,2608128
1544,0330_oscil_dcop_51.mtx,430,430,1544,14080,171776,1581056
1545,2814_europe_osm.mtx,50912018,50912018,108109320,1377313792,13214824960,110703943680
1546,1930_goodwin.mtx,7320,7320,324784,425280,14680320,332578816
1547,2474_windtunnel_evap3d.mtx,40816,40816,2730600,10999744,188262400,2796134400
1548,0868_adder_dcop_16.mtx,1813,1813,11246,239872,1589504,11515904
1549,0784_lp_grow22.mtx,440,946,8252,9536,254464,8450048
1550,1090_ch7-7-b2.mtx,7350,882,22050,139072,2333440,22579200
1551,1593_comsol.mtx,1500,1500,97645,540032,14490368,99988480
1552,0093_divorce.mtx,50,9,225,256,9728,230400
1553,1206_G65.mtx,8000,8000,32000,160000,2560000,32768000
1554,2431_darcy003.mtx,389874,389874,2101242,37970496,285446656,2151671808
1555,0765_orbitRaising_4.mtx,915,915,7790,28032,441088,7976960
1556,2633_TSOPF_FS_b300_c2.mtx,56814,56814,8767466,4303616,170127616,8977885184
1557,0416_662_bus.mtx,662,662,2474,36480,411648,2533376
1558,2528_xenon2.mtx,157464,157464,3866688,12969984,185647104,3959488512
1559,0010_ch3-3-b2.mtx,6,18,18,128,1536,18432
1560,2137_Trec13.mtx,1301,6561,654517,1285376,44457216,670225408
1561,2398_appu.mtx,14000,14000,1853104,44496320,439118336,1897578496
1562,1486_lp_wood1p.mtx,244,2595,70216,166272,4671744,71901184
1563,1667_ri2010.mtx,25181,25181,125750,4855168,27191808,128768000
1564,0747_scrs8-2b.mtx,1820,3499,7367,52672,967168,7543808
1565,2348_nemeth25.mtx,9506,9506,1511758,567616,31758592,1548040192
1566,2107_IG5-16.mtx,18846,18485,588326,7861824,100413440,602445824
1567,1856_ACTIVSg70K.mtx,69999,69999,238627,3783616,30372864,244354048
1568,2309_mac_econ_fwd500.mtx,206500,206500,1273389,18442304,206775296,1303950336
1569,0389_GL6_D_10.mtx,163,341,2053,12928,318464,2102272
1570,2616_radiation.mtx,223104,223104,7637688,270432256,1753911296,7820992512
1571,2123_rajat25.mtx,87190,87190,607235,5509120,61163264,621808640
1572,0148_cis-n4c6-b1.mtx,210,21,420,1280,33536,430080
1573,0292_oscil_dcop_14.mtx,430,430,1544,14080,171776,1581056
1574,1923_rgg_n_2_15_s0.mtx,32768,32768,320480,2731264,64408832,328171520
1575,0267_n3c6-b2.mtx,455,105,1365,5888,126464,1397760
1576,0006_mycielskian3.mtx,5,5,10,64,768,10240
1577,2659_bmw3_2.mtx,227362,227362,11288630,15240640,313531648,11559557120
1578,0799_illc1850.mtx,1850,712,8758,56000,758784,8968192
1579,1650_conf5_0-4x4-26.mtx,3072,3072,119808,192512,4063232,122683392
1580,1314_Lederberg.mtx,8843,8843,41601,1664000,9330688,42599424
1581,0476_bcsstm23.mtx,3134,3134,3134,12544,200704,3209216
1582,2400_ch8-8-b4.mtx,376320,117600,1881600,14692224,218566144,1926758400
1583,0452_ck400.mtx,400,400,2860,7872,126464,2928640
1584,0876_adder_dcop_32.mtx,1813,1813,11246,239872,1589504,11515904
1585,1662_sc205-2r.mtx,35213,62423,123239,806400,13110272,126196736
1586,1746_raefsky5.mtx,6316,6316,168658,213568,4560128,172705792
1587,2427_sme3Db.mtx,29067,29067,2081063,58954176,413595392,2131008512
1588,2306_al2010.mtx,252266,252266,1230482,52097472,277470976,1260013568
1589,0354_lpi_bgdbg1.mtx,348,629,1662,14592,193024,1701888
1590,2614_Stanford_Berkeley.mtx,683446,683446,7583376,41843776,574497280,7765377024
1591,1639_CurlCurl_0.mtx,11083,11083,113343,441792,9351424,116063232
1592,0533_tub1000.mtx,1000,1000,3996,11968,191488,4091904
1593,1147_lnsp3937.mtx,3937,3937,25407,96640,2093824,26016768
1594,0702_130bit.mtx,584,575,6120,74368,1024512,6266880
1595,1931_EAT_SR.mtx,23219,23219,325589,15799872,76223744,333403136
1596,2773_dgreen.mtx,1200611,1200611,38259877,1788840000,8581647616,39178114048
1597,1047_bcsstm12.mtx,1473,1473,19659,45632,939776,20130816
1598,2330_thermomech_dM.mtx,204316,204316,1423116,38349312,167623936,1457270784
1599,2492_delaunay_n19.mtx,524288,524288,3145646,27358912,339216896,3221141504
1600,1160_Maragal_4.mtx,1964,1034,26719,190144,2493440,27360256
1601,0938_G50.mtx,3000,3000,12000,81664,960000,12288000
1602,2180_Baumann.mtx,112211,112211,760631,3123456,77147392,778886144
1603,2487_belgium_osm.mtx,1441295,1441295,3099940,42942400,390625024,3174338560
1604,1351_barth(0).mtx,6691,6691,46187,2102592,10172160,47295488
1605,1119_hydr1c.mtx,5308,5308,23752,144512,2356992,24322048
1606,0531_cis-n4c6-b2.mtx,1330,210,3990,19584,381952,4085760
1607,0109_GD97_b.mtx,47,47,264,576,18176,270336
1608,1519_cavity12.mtx,2597,2597,76367,104960,2851584,78199808
1609,1472_ex14.mtx,3251,3251,66775,120832,3169024,68377600
1610,0637_bcspwr07.mtx,1612,1612,5824,66368,797952,5963776
1611,0381_bcsstm26.mtx,1922,1922,1922,7744,123136,1968128
1612,1249_G66.mtx,9000,9000,36000,249280,2880000,36864000
1613,1556_kineticBatchReactor_9.mtx,8115,8115,86183,476096,6555648,88251392
1614,0351_S10PI_n.mtx,682,682,1633,13696,169216,1672192
1615,0480_dwt_492.mtx,492,492,3156,15808,230144,3231744
1616,1545_jan99jac040.mtx,13694,13694,82842,1260096,9573376,84830208
1617,1514_cavity10.mtx,2597,2597,76367,104960,2851584,78199808
1618,1117_spaceStation_13.mtx,1617,1617,23649,102976,1453568,24216576
1619,1645_ex31.mtx,3909,3909,115357,172992,4902912,118125568
1620,1846_lp_pds_20.mtx,33874,108175,232647,9794624,54497024,238230528
1621,0865_adder_dcop_44.mtx,1813,1813,11245,239872,1589504,11514880
1622,0577_cdde5.mtx,961,961,4681,19136,419584,4793344
1623,1549_utm5940.mtx,5940,5940,83842,164992,4294144,85854208
1624,1424_bayer03.mtx,6747,6747,56196,197504,3297792,57544704
1625,2116_finan512.mtx,74752,74752,596992,3780608,66666496,611319808
1626,0586_mk10-b4.mtx,945,4725,4725,84864,857600,4838400
1627,1914_lhr14c.mtx,14270,14270,307858,472576,13009920,315246592
1628,1862_wing.mtx,62032,62032,243088,14878784,61508096,248922112
1629,1620_r05.mtx,5190,9690,104145,321536,11778048,106644480
1630,0932_G51.mtx,1000,1000,11818,205696,2412032,12101632
1631,2610_cont1_l.mtx,1918399,1921596,7031999,35884800,573285376,7200766976
1632,0251_bibd_9_5.mtx,36,126,1260,1536,55040,1290240
1633,2645_shipsec5.mtx,179860,179860,10113096,14703488,310677760,10355810304
1634,1833_lowThrust_10.mtx,18260,18260,222005,1027968,16638464,227333120
1635,1579_stormg2-27.mtx,14441,37485,94274,857664,10858496,96536576
1636,0247_lpi_mondou2.mtx,312,604,1208,9600,107776,1236992
1637,0510_bcsstm21.mtx,3600,3600,3600,14400,230400,3686400
1638,1201_hep-th(0).mtx,8361,8361,31502,1190720,5781504,32258048
1639,0881_adder_dcop_20.mtx,1813,1813,11246,239872,1589504,11515904
1640,0493_bp_0.mtx,822,822,3276,32128,363264,3354624
1641,2753_GL7d20.mtx,1437547,1911130,29893084,1903031360,7649850112,30610518016
1642,0971_uk.mtx,4824,4824,13674,164224,1943296,14002176
1643,2428_bcsstk39.mtx,46772,46772,2089294,1714176,64319744,2139437056
1644,0966_radfr1.mtx,1048,1048,13299,24448,540416,13618176
1645,1632_c-42.mtx,10471,10471,110285,462016,6351360,112931840
1646,1350_eurqsa.mtx,7245,7245,46142,256192,2882816,47249408
1647,0394_gre_512.mtx,512,512,2192,8768,159488,2244608
1648,1219_cavity05.mtx,1182,1182,32747,46848,1201920,33532928
1649,0258_gams30am.mtx,354,531,1287,5376,82176,1317888
1650,1793_jnlbrng1.mtx,40000,40000,199200,1104000,12672000,203980800
1651,1179_ca-GrQc.mtx,5242,5242,28980,1530496,7149824,29675520
1652,2535_Hardesty2.mtx,929901,303645,4020731,14388672,238707456,4117228544
1653,1893_t520.mtx,5563,5563,286341,220672,6836480,293213184
1654,1211_lpl2.mtx,3294,10881,32232,237632,3305984,33005568
1655,0024_farm.mtx,7,17,41,128,2304,41984
1656,2768_PFlow_742.mtx,742793,742793,37138461,57244992,1431281920,38029784064
1657,0532_olm1000.mtx,1000,1000,3996,11968,191488,4091904
1658,1506_xingo3012.mtx,20944,20944,74386,727680,6028288,76171264
1659,0890_adder_dcop_54.mtx,1813,1813,11246,239872,1589504,11515904
1660,2191_EternityII_A.mtx,7362,150638,782087,8496832,126056448,800857088
1661,2250_la2010.mtx,204447,204447,980634,35979840,212441856,1004169216
1662,0989_D_8.mtx,1132,1271,14966,265600,2917120,15325184
1663,1380_tuma2.mtx,12992,12992,49365,351488,4977920,50549760
1664,2743_F1.mtx,343791,343791,26837113,86782528,1121430528,27481203712
1665,0771_bwm2000.mtx,2000,2000,7996,39872,510976,8187904
1666,2001_mark3jac140sc.mtx,64089,64089,399735,5714240,58746368,409328640
1667,2208_pds-70.mtx,114944,390005,833465,36162240,196372224,853468160
1668,0762_gr_30_30.mtx,900,900,7744,17856,387840,7929856
1669,1859_cond-mat-2003.mtx,31163,31163,240058,6992640,35965184,245819392
1670,2079_soc-sign-Slashdot090221.mtx,82144,82144,549202,24747968,122184960,562382848
1671,1209_reorientation_3.mtx,2513,2513,32166,138944,2246400,32937984
1672,0278_nnc261.mtx,261,261,1500,6976,111360,1536000
1673,2576_para-4.mtx,153226,153226,5326228,45329344,519460096,5454057472
1674,0622_GL6_D_7.mtx,636,470,5378,66816,982784,5507072
1675,0331_oscil_dcop_48.mtx,430,430,1544,14080,171776,1581056
1676,2129_nd2010.mtx,133769,133769,625946,19662144,127814144,640968704
1677,1884_s2rmq4m1.mtx,5489,5489,281111,191488,6294272,287857664
1678,2353_sparsine.mtx,50000,50000,1548988,47171136,360349184,1586163712
1679,1993_nemeth03.mtx,9506,9506,394808,237888,10388736,404283392
1680,0891_adder_dcop_59.mtx,1813,1813,11246,239872,1589504,11515904
1681,2206_nm2010.mtx,168609,168609,830970,34560896,183976448,850913280
1682,1262_t2dal.mtx,4257,4257,37465,124096,2152704,38364160
1683,1578_ex26.mtx,2163,2163,94033,128512,3166464,96289792
1684,1042_ex21.mtx,656,656,19144,21440,508928,19603456
1685,1863_lp_cre_d.mtx,8926,73948,246614,1535104,26099200,252532736
1686,0285_oscil_dcop_38.mtx,430,430,1544,14080,171776,1581056
1687,1624_rajat09.mtx,24482,24482,105573,1410624,13838848,108106752
1688,1602_ex9.mtx,3363,3363,99471,108096,3257600,101858304
1689,1257_deter7.mtx,6375,18153,37131,1876672,9050880,38022144
1690,2380_crashbasis.mtx,160000,160000,1750416,5696000,111108096,1792425984
1691,1806_route.mtx,20894,43019,206782,3564480,28321536,211744768
1692,2785_nv2.mtx,1453908,1453908,52728362,2928053760,12720209664,53993842688
1693,0002_Trec3.mtx,1,2,1,64,256,1024
1694,0185_lpi_box1.mtx,231,261,651,3840,77312,666624
1695,1826_ABACUS_shell_hd.mtx,23412,23412,218484,1770752,34303744,223727616
1696,1329_freeFlyingRobot_13.mtx,5718,5718,43994,167488,2804480,45049856
1697,2490_net150.mtx,43520,43520,3121200,13505664,175154688,3196108800
1698,1507_c-37.mtx,8204,8204,74676,508224,5500672,76468224
1699,0523_can_445.mtx,445,445,3809,12800,252416,3900416
1700,1854_ca-HepPh.mtx,12008,12008,237010,10941376,57135104,242698240
1701,2526_laminar_duct3D.mtx,67173,67173,3833077,5578560,118235648,3925070848
1702,1245_Trec11.mtx,235,1138,35705,46656,2060544,36561920
1703,0738_cavity01.mtx,317,317,7327,10688,283904,7502848
1704,0541_young4c.mtx,841,841,4089,16576,365824,4187136
1705,0793_Trec10.mtx,106,478,8612,9920,443904,8818688
1706,1503_poli4.mtx,33833,33833,73249,1760000,10107904,75006976
1707,1952_gyro_m.mtx,17361,17361,340431,2465152,36621568,348601344
1708,1055_G45.mtx,1000,1000,19980,251200,4394496,20459520
1709,2622_TEM181302.mtx,181302,181302,7839010,19928064,305954816,8027146240
1710,0195_n3c6-b11.mtx,60,675,720,5184,90368,737280
1711,1564_n4c6-b13.mtx,6300,25605,88200,662656,10346496,90316800
1712,0031_GD98_a.mtx,38,38,50,448,7680,51200
1713,0325_oscil_dcop_08.mtx,430,430,1544,14080,171776,1581056
1714,0409_bcsstk05.mtx,153,153,2423,2432,97536,2481152
1715,1928_IG5-15.mtx,11369,11987,323509,3754304,52598784,331273216
1716,0339_oscil_dcop_35.mtx,430,430,1544,14080,171776,1581056
1717,0171_cat_ears_3_1.mtx,204,181,542,8768,89088,555008
1718,0302_oscil_dcop_19.mtx,430,430,1544,14080,171776,1581056
1719,0112_will57.mtx,57,57,281,768,18432,287744
1720,2795_Geo_1438.mtx,1437960,1437960,63156690,141994048,2507988992,64672450560
1721,1651_conf6_0-4x4-30.mtx,3072,3072,119808,192512,4063232,122683392
1722,2719_msdoor.mtx,415863,415863,20240935,30987008,532354048,20726717440
1723,2596_rajat30.mtx,643994,643994,6175377,51253568,565314048,6323586048
1724,1176_tomography.mtx,500,500,28726,43520,1389312,29415424
1725,2469_matrix-new_3.mtx,125329,125329,2678750,6748544,109056000,2743040000
1726,0676_fpga_dcop_01.mtx,1220,1220,5892,45184,635648,6033408
1727,1183_rdb5000.mtx,5000,5000,29600,136896,1561600,30310400
1728,1958_vibrobox.mtx,12328,12328,342828,1817536,28133376,351055872
1729,1144_n3c6-b9.mtx,2511,4935,25110,144000,2512128,25712640
1730,1878_fxm4_6.mtx,22400,47185,265442,1023040,20827392,271812608
1731,0668_fpga_dcop_36.mtx,1220,1220,5892,45184,635648,6033408
1732,2297_Linux_call_graph.mtx,324085,324085,1208908,36073152,226533120,1237921792
1733,0313_oscil_dcop_18.mtx,430,430,1544,14080,171776,1581056
1734,2188_bundle1.mtx,10581,10581,770901,496896,17327616,789402624
1735,1389_rel7.mtx,21924,1045,50636,689216,6936576,51851264
1736,2708_af_shell4.mtx,504855,504855,17588875,16142464,432084992,18011008000
1737,1290_spaceShuttleEntry_4.mtx,2450,2450,39669,157824,2483712,40621056
1738,2232_pds-80.mtx,129181,434580,927826,40433216,218789120,950093824
1739,0901_adder_dcop_46.mtx,1813,1813,11246,239872,1589504,11515904
1740,1405_shermanACd.mtx,6136,6136,53329,853760,6822656,54608896
1741,1384_mbeaflw.mtx,496,496,49920,58816,2470400,51118080
1742,0757_bfwa782.mtx,782,782,7514,31424,625664,7694336
1743,1186_TF14.mtx,2644,3160,29862,287744,4458496,30578688
1744,1407_ex36.mtx,3079,3079,53843,141248,3941888,55135232
1745,0503_dwt_193.mtx,193,193,3493,5952,192768,3576832
1746,2252_kneser_10_4_1.mtx,349651,330751,992252,53551616,242108672,1016066048
1747,0760_D_10.mtx,460,816,7614,80832,1373184,7796736
1748,0082_lap_25.mtx,25,25,169,256,7424,173056
1749,1327_N_reactome.mtx,10204,16559,43816,464448,4762624,44867584
1750,0864_adder_dcop_13.mtx,1813,1813,11245,239872,1589504,11514880
1751,1196_lp_greenbea.mtx,2392,5598,31070,174080,2542080,31815680
1752,0176_08blocks.mtx,300,300,592,3392,56064,606208
1753,2761_ss.mtx,1652680,1652680,34753577,130728704,2276265728,35587662848
1754,2403_loc-Gowalla.mtx,196591,196591,1900654,65280384,370821632,1946269696
1755,1675_rajat10.mtx,30202,30202,130303,1741440,17078784,133430272
1756,2429_com-DBLP.mtx,317080,317080,2099732,94411968,416549632,2150125568
1757,1008_California.mtx,9664,9664,16150,493312,3005696,16537600
1758,1882_bayer01.mtx,57735,57735,277774,1754368,26011904,284440576
1759,1502_aa01.mtx,823,8904,72965,395776,5332224,74716160
1760,0438_fs_680_2.mtx,680,680,2646,14592,168448,2709504
1761,1039_polblogs.mtx,1490,1490,19025,327424,3719936,19481600
1762,1143_TSOPF_FS_b9_c1.mtx,2454,2454,25032,62976,1044480,25632768
1763,0598_SmaGri.mtx,1059,1059,4919,105728,984576,5037056
1764,1414_ex10.mtx,2410,2410,54840,89152,2391808,56156160
1765,0830_dw1024.mtx,2048,2048,10114,38272,641536,10356736
1766,0355_494_bus.mtx,494,494,1666,31680,237056,1705984
1767,2121_lp_osa_30.mtx,4350,104374,604488,2689344,56334848,618995712
1768,2058_c-66b.mtx,49989,49989,499007,3265216,34311680,510983168
1769,1566_garon1.mtx,3175,3175,88927,390080,6423552,91061248
1770,0929_freeFlyingRobot_2.mtx,1338,1338,11600,41728,665600,11878400
1771,0916_adder_dcop_35.mtx,1813,1813,11246,239872,1589504,11515904
1772,2529_ASIC_680k.mtx,682862,682862,3871773,26565760,328758528,3964695552
1773,1187_n3c6-b5.mtx,5005,3003,30030,163776,2946816,30750720
1774,1960_cvxbqp1.mtx,50000,50000,349968,3791936,54371840,358367232
1775,0106_bibd_9_3.mtx,36,84,252,960,17664,258048
1776,2357_pkustk09.mtx,33960,33960,1583640,2589632,40106496,1621647360
1777,1165_3elt.mtx,4720,4720,27444,301248,4776192,28102656
1778,2389_IG5-18.mtx,47894,41550,1790490,30984960,330008320,1833461760
1779,1819_jan99jac100.mtx,34454,34454,215862,3469568,25501696,221042688
1780,2613_pkustk12.mtx,94653,94653,7512317,13198336,240018944,7692612608
1781,0075_refine.mtx,29,62,153,448,12288,156672
1782,0151_ash219.mtx,219,85,438,2304,42240,448512
1783,2712_Freescale1.mtx,3428755,3428755,18920347,146755136,1744137216,19374435328
1784,0201_bwm200.mtx,200,200,796,4032,50176,815104
1785,2133_rajat16.mtx,94294,94294,641159,5709440,64797184,656546816
1786,1707_lp_osa_07.mtx,1118,25067,144812,645952,13462016,148287488
1787,0204_dwt_234.mtx,234,234,834,3264,78592,854016
1788,2043_ch8-8-b3.mtx,117600,18816,470400,3317248,51958016,481689600
1789,0196_lpi_klein1.mtx,54,108,750,1152,39680,768000
1790,0193_will199.mtx,199,199,701,4928,71424,717824
1791,2679_3Dspectralwave2.mtx,292008,292008,14322744,63522880,1359810048,14666489856
1792,1376_rajat13.mtx,7598,7598,48922,228672,4091904,50096128
1793,1885_s1rmq4m1.mtx,5489,5489,281111,191488,6294272,287857664
1794,1686_cavity23.mtx,4562,4562,138187,186880,5005056,141503488
1795,0445_lp_e226.mtx,223,472,2768,11840,212480,2834432
1796,0138_tub100.mtx,100,100,396,1216,18688,405504
1797,1526_cegb3024.mtx,3024,3024,79848,127168,2464768,81764352
1798,2000_ca-AstroPh.mtx,18772,18772,396160,20363776,97525504,405667840
1799,1400_aa4.mtx,426,7195,52121,365184,4553472,53371904
1800,2763_packing-500x100x100-b050.mtx,2145852,2145852,34976486,146104832,2525133824,35815921664
1801,1403_ch7-9-b2.mtx,17640,1512,52920,338816,5508608,54190080
1802,0994_Erdos992.mtx,6100,6100,15030,665344,3700224,15390720
1803,0301_oscil_dcop_15.mtx,430,430,1544,14080,171776,1581056
1804,0263_n4c5-b10.mtx,120,630,1320,7296,144384,1351680
1805,0270_can_161.mtx,161,161,1377,1984,88320,1410048
