index,mtx,m,n,nnz,mp16,mp4,mpnz
836,0691_fs_760_3.mtx,760,760,5976,609,1461,5976
837,1929_usroads-48.mtx,126146,126146,323900,162429,289103,323900
838,2668_delaunay_n21.mtx,2097152,2097152,12582816,1715313,5302322,12582816
839,0288_oscil_dcop_23.mtx,430,430,1544,220,671,1544
840,1202_p2p-Gnutella06.mtx,8717,8717,31525,21984,26139,31525
841,2152_nemeth18.mtx,9506,9506,695234,4403,58023,695234
842,2832_HV15R.mtx,2017169,2017169,283073458,5273404,31905855,283073458
843,0945_delaunay_n11.mtx,2048,2048,12254,1525,5075,12254
844,0594_tumorAntiAngiogenesis_6.mtx,465,465,4795,238,962,4795
845,0486_G13.mtx,800,800,3200,200,1000,3200
846,0654_fpga_dcop_45.mtx,1220,1220,5892,706,2483,5892
847,2804_ljournal-2008.mtx,5363260,5363260,79023142,31539191,48574234,79023142
848,1133_mcfe.mtx,765,765,24382,594,6106,24382
849,1115_G37.mtx,2000,2000,23570,9660,20621,23570
850,1649_p010.mtx,10090,19090,118000,6641,50678,118000
851,0057_football.mtx,35,35,118,8,53,118
852,2750_nd24k.mtx,72000,72000,28715634,275486,2442068,28715634
853,0904_adder_dcop_30.mtx,1813,1813,11246,3748,6209,11246
854,1586_linverse.mtx,11999,11999,95977,2248,8998,95977
855,1238_freeFlyingRobot_8.mtx,4398,4398,34958,2197,9121,34958
856,0872_adder_dcop_68.mtx,1813,1813,11246,3748,6209,11246
857,0029_bcsstm01.mtx,48,48,48,3,12,48
858,0032_jgl009.mtx,9,9,50,1,9,50
859,0188_ash331.mtx,331,104,662,43,231,662
860,1986_g7jac100.mtx,29610,29610,384636,85928,198895,384636
861,1485_bloweybq.mtx,10001,10001,69991,3124,12499,69991
862,1089_bcsstm13.mtx,2003,2003,21943,1264,6607,21943
863,0710_lp_ship04l.mtx,402,2166,6380,740,3162,6380
864,0076_bcsstm05.mtx,153,153,153,10,39,153
865,1911_lp_nug20.mtx,15240,72600,304800,144720,198860,304800
866,1895_g7jac080sc.mtx,23670,23670,293976,64662,150660,293976
867,0324_oscil_dcop_52.mtx,430,430,1544,220,671,1544
868,0417_dw256A.mtx,512,512,2480,106,592,2480
869,0061_ibm32.mtx,32,32,126,4,54,126
870,1616_cz10228.mtx,10228,10228,102876,5591,27549,102876
871,1353_msc01440.mtx,1440,1440,46270,1370,6870,46270
872,1231_G61.mtx,7000,7000,34296,31355,34091,34296
873,0388_Trefethen_150.mtx,150,150,2040,60,368,2040
874,0878_adder_dcop_18.mtx,1813,1813,11246,3748,6209,11246
875,0706_jagmesh1.mtx,936,936,6264,409,1750,6264
876,2016_email-EuAll.mtx,265214,265214,420045,334773,391756,420045
877,0216_steam3.mtx,80,80,928,15,58,928
878,0962_lpi_klein3.mtx,994,1082,13101,348,2790,13101
879,0383_olm500.mtx,500,500,1996,94,373,1996
880,2395_GL7d14.mtx,171375,47271,1831183,1718139,1822744,1831183
881,0007_Trec5.mtx,3,7,12,1,2,12
882,2174_olesnik0.mtx,88263,88263,744216,75433,275350,744216
883,2032_TEM27623.mtx,27623,27623,439469,45703,159696,439469
884,1802_minsurfo.mtx,40806,40806,203622,17753,71004,203622
885,1487_aa3.mtx,825,8627,70806,5966,20586,70806
886,0974_cis-n4c6-b14.mtx,920,6300,13800,1681,6615,13800
887,2833_kmer_P1a.mtx,139353211,139353211,297829984,185823521,262651882,297829984
888,1468_aa5.mtx,801,8308,65953,6092,21077,65953
889,1106_lp_80bau3b.mtx,2262,12061,23264,4548,10138,23264
890,2437_il2010.mtx,451554,451554,2164464,1260873,1826785,2164464
891,0787_Trefethen_500.mtx,500,500,8478,290,1621,8478
892,1097_deter8.mtx,3831,10905,22299,17581,21219,22299
893,1420_bcsstm27.mtx,1224,1224,56126,531,5332,56126
894,0745_Chem97ZtZ.mtx,2541,2541,7361,477,1894,7361
895,1118_hydr1.mtx,5308,5308,23752,2258,9207,23752
896,1979_vsp_model1_crew1_cr42_south31.mtx,45101,45101,379952,137259,232212,379952
897,2245_nemeth20.mtx,9506,9506,971870,5957,78663,971870
898,2835_mycielskian18.mtx,196607,196607,300933832,7681319,64181095,300933832
899,0380_ash958.mtx,958,292,1916,139,703,1916
900,2173_Si5H12.mtx,19896,19896,738598,53522,210858,738598
901,0192_bcsstk22.mtx,138,138,696,53,175,696
902,2691_cit-Patents.mtx,3774768,3774768,16518948,16022894,16287103,16518948
903,1223_lp_d2q06c.mtx,2171,5831,33081,3140,10310,33081
904,0078_Trefethen_20.mtx,20,20,158,4,21,158
905,2639_bibd_22_8.mtx,231,319770,8953560,183123,1728040,8953560
906,1809_lowThrust_6.mtx,16928,16928,207349,14288,56741,207349
907,1100_pgp2.mtx,4034,13254,22474,1549,8496,22474
908,0949_ch7-6-b2.mtx,4200,630,12600,1221,5240,12600
909,1896_g7jac080.mtx,23670,23670,293976,64662,150660,293976
910,0727_lp_ship08s.mtx,778,2467,7194,866,3547,7194
911,2368_qa8fk.mtx,66127,66127,1660579,69571,346592,1660579
912,0941_rdb2048_noL.mtx,2048,2048,12032,568,2464,12032
913,2818_Flan_1565.mtx,1564794,1564794,117406044,2183442,13385377,117406044
914,0534_lp_stair.mtx,356,614,4003,184,871,4003
915,0119_mesh1em1.mtx,48,48,306,9,94,306
916,2170_n4c6-b6.mtx,104115,51813,728805,69055,288701,728805
917,0342_abb313.mtx,313,176,1557,63,346,1557
918,1061_rw5151.mtx,5151,5151,20199,2115,8272,20199
919,1213_ex4.mtx,1601,1601,32299,899,4737,32299
920,0723_jagmesh2.mtx,1009,1009,6865,502,1975,6865
921,2381_majorbasis.mtx,160000,160000,1750416,89000,434016,1750416
922,0430_rdb450l.mtx,450,450,2580,139,743,2580
923,1669_jan99jac060.mtx,20614,20614,127182,31197,58136,127182
924,2845_uk-2005.mtx,39459925,39459925,936364282,34913841,129319315,936364282
925,0647_fpga_dcop_26.mtx,1220,1220,5892,706,2483,5892
926,0019_Tina_AskCog.mtx,11,11,36,1,8,36
927,0028_Tina_DisCog.mtx,11,11,48,1,9,48
928,0640_fpga_dcop_06.mtx,1220,1220,5860,706,2469,5860
929,1079_lp_cycle.mtx,1903,3371,21234,1614,6067,21234
930,2285_msc23052.mtx,23052,23052,1154814,32719,134151,1154814
931,0406_lp_scsd1.mtx,77,760,2388,105,473,2388
932,0663_fpga_dcop_02.mtx,1220,1220,5892,706,2483,5892
933,2646_x104.mtx,108384,108384,10167624,135594,869764,10167624
934,0303_oscil_dcop_47.mtx,430,430,1544,220,671,1544
935,1619_wiki-Vote.mtx,8297,8297,103689,51657,87205,103689
936,2009_mycielskian12.mtx,3071,3071,407200,10187,86105,407200
937,0960_bcsstk08.mtx,1074,1074,12960,920,4203,12960
938,2796_hugebubbles-00020.mtx,21198119,21198119,63580358,32618878,42835454,63580358
939,2608_sls.mtx,1748122,62729,6804304,2007800,3023532,6804304
940,2671_BenElechi1.mtx,245874,245874,13150496,133334,1017653,13150496
941,0504_dwt_512.mtx,512,512,3502,122,780,3502
942,1031_bcsstk09.mtx,1083,1083,18437,458,2817,18437
943,2755_soc-Pokec.mtx,1632803,1632803,30622564,27214483,28962948,30622564
944,0132_n3c5-b2.mtx,120,45,360,18,95,360
945,2266_torso2.mtx,115967,115967,1033473,65336,228894,1033473
946,2447_c-big.mtx,345241,345241,2341011,320270,660529,2341011
947,2075_psmigr_1.mtx,3140,3140,543162,36138,228996,543162
948,0434_Erdos971.mtx,472,472,2628,815,2287,2628
949,2227_nw14.mtx,73,123409,904910,24382,193507,904910
950,0620_S40PI_n.mtx,2182,2182,5341,529,1790,5341
951,0436_fs_680_3.mtx,680,680,2646,228,658,2646
952,2749_nlpkkt80.mtx,1062400,1062400,28704672,1224032,4907552,28704672
953,0356_GD96_a.mtx,1096,1096,1677,1163,1519,1677
954,1847_windtunnel_evap2d.mtx,8256,8256,233468,11164,51964,233468
955,1567_jendrec1.mtx,2109,4228,89608,1049,10862,89608
956,2263_ia2010.mtx,216007,216007,1021170,511764,830282,1021170
957,0818_G18.mtx,800,800,9388,2174,7392,9388
958,0627_n2c6-b3.mtx,1365,455,5460,422,1886,5460
959,0862_adder_dcop_11.mtx,1813,1813,11243,3748,6208,11243
960,2136_Delor64K.mtx,64719,1785345,652140,130174,323628,652140
961,0643_fpga_dcop_04.mtx,1220,1220,5884,706,2476,5884
962,1137_ex25.mtx,848,848,24612,463,2488,24612
963,0140_bcsstk01.mtx,48,48,400,9,88,400
964,2694_af_0_k101.mtx,503625,503625,17550675,257725,1680245,17550675
965,2260_olafu.mtx,16146,16146,1015156,11218,91293,1015156
966,1606_piston.mtx,2025,2025,100015,749,8459,100015
967,1657_bloweybl.mtx,30003,30003,120000,7503,30003,120000
968,0837_dwt_1242.mtx,1242,1242,10426,666,2717,10426
969,0687_fpga_dcop_22.mtx,1220,1220,5892,706,2483,5892
970,0371_ch5-5-b2.mtx,600,200,1800,173,751,1800
971,2465_cop20k_A.mtx,121192,121192,2624331,420994,698452,2624331
972,1313_cage9.mtx,3534,3534,41594,3671,15572,41594
973,0094_GD96_d.mtx,180,180,229,78,186,229
974,1462_c-34.mtx,6611,6611,64333,5346,14947,64333
975,2841_mawi_201512020330.mtx,226196185,226196185,480047894,58258342,149077678,480047894
976,2533_barrier2-9.mtx,115625,115625,3897557,598183,1522133,3897557
977,2700_af_shell7.mtx,504855,504855,17588875,252226,1687832,17588875
978,1998_nemeth08.mtx,9506,9506,394816,3717,40581,394816
979,2697_af_4_k101.mtx,503625,503625,17550675,257725,1680245,17550675
980,0200_cage6.mtx,93,93,785,20,180,785
981,2436_gupta1.mtx,31802,31802,2164210,93808,647427,2164210
982,2237_wa2010.mtx,195574,195574,947432,634725,831977,947432
983,1217_cavity07.mtx,1182,1182,32747,732,4695,32747
984,0226_nos1.mtx,237,237,1017,43,178,1017
985,1200_c-27.mtx,4563,4563,31375,3606,10051,31375
986,1157_as-735.mtx,7716,7716,26467,16190,22939,26467
987,0537_1138_bus.mtx,1138,1138,4054,692,2111,4054
988,0484_G11.mtx,800,800,3200,150,800,3200
989,2722_StocF-1465.mtx,1465137,1465137,21005389,2263606,7447009,21005389
990,1505_ncvxqp1.mtx,12111,12111,73963,15601,50814,73963
991,1150_email-Eu-core.mtx,1005,1005,25571,3164,14025,25571
992,1614_mhd4800a.mtx,4800,4800,102252,898,12573,102252
993,1660_bodyy4.mtx,17546,17546,121938,8075,30911,121938
994,0083_relat4.mtx,66,12,172,3,30,172
995,2525_barrier2-3.mtx,113076,113076,3805068,586134,1484403,3805068
996,0952_Kohonen.mtx,4470,4470,12731,7657,11186,12731
997,2122_rajat20.mtx,86916,86916,605045,84845,239021,605045
998,1166_mhd4800b.mtx,4800,4800,27520,898,3592,27520
999,1009_lp_ship12l.mtx,1151,5533,16276,1981,8026,16276
1000,1714_p2p-Gnutella31.mtx,62586,62586,147892,101067,111773,147892
1001,1748_mark3jac060.mtx,27449,27449,170695,37885,97798,170695
1002,2161_cyl6.mtx,13681,13681,714241,7906,54781,714241
1003,0832_lp_maros.mtx,846,1966,10137,760,2777,10137
1004,2802_mawi_201512020000.mtx,35991342,35991342,74485420,9242267,23567963,74485420
1005,2275_TSOPF_RS_b39_c30.mtx,60098,60098,1079986,20783,135071,1079986
1006,2774_relat9.mtx,12360060,549336,38955420,22499010,28879864,38955420
1007,1635_vsp_data_and_seymourl.mtx,9167,9167,111732,31671,56701,111732
1008,0489_lp_standata.mtx,359,1274,3230,593,1941,3230
1009,0899_adder_dcop_15.mtx,1813,1813,11246,3748,6209,11246
1010,1105_sherman2.mtx,1080,1080,23094,634,3340,23094
1011,0658_fpga_dcop_41.mtx,1220,1220,5892,706,2483,5892
1012,1124_n4c6-b3.mtx,5970,1330,23880,1981,8708,23880
1013,0053_lp_afiro.mtx,27,51,102,8,39,102
1014,2556_tmt_unsym.mtx,917825,917825,4584801,390075,1471667,4584801
1015,2214_ch7-8-b5.mtx,141120,141120,846720,126189,423406,846720
1016,1541_kineticBatchReactor_6.mtx,7773,7773,82500,6980,25267,82500
1017,2656_mycielskian15.mtx,24575,24575,11111110,282332,2364892,11111110
1018,1392_cz5108.mtx,5108,5108,51412,2826,13665,51412
1019,1452_dendrimer.mtx,730,730,63024,994,7195,63024
1020,2276_dbic1.mtx,43200,226317,1081843,209455,509257,1081843
1021,2162_Pres_Poisson.mtx,14822,14822,715804,13795,93336,715804
1022,0669_fpga_dcop_35.mtx,1220,1220,5892,706,2483,5892
1023,1430_psse1.mtx,14318,11028,57376,13744,30548,57376
1024,2045_nemeth13.mtx,9506,9506,474472,3841,43825,474472
1025,0457_Trefethen_200.mtx,200,200,2890,87,524,2890
1026,1696_cavity19.mtx,4562,4562,138187,2920,19551,138187
1027,1963_poisson3Da.mtx,13514,13514,352762,183195,282417,352762
1028,0940_rdb2048.mtx,2048,2048,12032,568,2464,12032
1029,2745_adaptive.mtx,6815744,6815744,27248640,3755734,8512512,27248640
1030,1092_bcsstm10.mtx,1086,1086,22092,442,3318,22092
1031,1903_us04.mtx,163,28016,297538,16881,104105,297538
1032,0667_fpga_dcop_48.mtx,1220,1220,5892,706,2483,5892
1033,1918_mk12-b4.mtx,62370,51975,311850,50465,162095,311850
1034,0545_lp_nug07.mtx,602,931,4214,919,2591,4214
1035,0377_mesh3em5.mtx,289,289,1889,117,525,1889
1036,0481_str_400.mtx,363,363,3157,309,934,3157
1037,0114_ch4-4-b2.mtx,96,72,288,21,117,288
1038,1844_lhr10.mtx,10672,10672,232633,5497,38174,232633
1039,2003_net25.mtx,9520,9520,401200,41973,117520,401200
1040,0172_IG5-7.mtx,62,150,549,21,164,549
1041,1123_cis-n4c6-b3.mtx,5970,1330,23880,1981,8708,23880
1042,0167_ash85.mtx,85,85,523,24,140,523
1043,2767_inline_1.mtx,503712,503712,36816342,1271972,5800890,36816342
1044,1973_email-Enron.mtx,36692,36692,367662,131035,238022,367662
1045,1570_orani678.mtx,2529,2529,90158,1544,10723,90158
1046,1876_lp_cre_b.mtx,9648,77137,260785,25973,104547,260785
1047,0910_adder_dcop_12.mtx,1813,1813,11246,3748,6209,11246
1048,2168_G2_circuit.mtx,150102,150102,726674,115680,280606,726674
1049,1332_fd15.mtx,11532,11532,44206,5761,17249,44206
1050,1404_kineticBatchReactor_3.mtx,5082,5082,53219,4678,16700,53219
1051,2076_psmigr_3.mtx,3140,3140,543162,36138,228996,543162
1052,2236_net50.mtx,16320,16320,945200,65064,210348,945200
1053,2062_t3dl.mtx,20360,20360,509866,28127,164816,509866
1054,1839_mark3jac080sc.mtx,36609,36609,227955,50768,130718,227955
1055,0218_cat_ears_4_1.mtx,377,313,938,325,614,938
1056,0551_fs_541_3.mtx,541,541,4285,377,1240,4285
1057,2449_rma10.mtx,46835,46835,2374001,39938,271357,2374001
1058,2187_dc3.mtx,116835,116835,766396,82277,278914,766396
1059,0970_spaceStation_4.mtx,950,950,13626,950,3605,13626
1060,2388_n4c6-b8.mtx,198895,163215,1790055,179222,728984,1790055
1061,1889_rlfdual.mtx,8052,74970,282031,18554,71281,282031
1062,0886_adder_dcop_47.mtx,1813,1813,11246,3748,6209,11246
1063,0681_fpga_dcop_27.mtx,1220,1220,5892,706,2483,5892
1064,1881_cegb2802.mtx,2802,2802,277362,2392,22925,277362
1065,0090_n4c5-b1.mtx,105,15,210,7,66,210
1066,1455_lp_pds_06.mtx,9881,29351,63220,41262,57635,63220
1067,2050_af23560.mtx,23560,23560,484256,13023,51542,484256
1068,0208_adjnoun.mtx,112,112,850,49,431,850
1069,0742_lp_sctap2.mtx,1090,2500,7334,785,2775,7334
1070,2300_language.mtx,399130,399130,1216334,290384,553420,1216334
1071,0935_G54.mtx,1000,1000,11832,3203,9499,11832
1072,1321_Alemdar.mtx,6245,6245,42581,19157,32740,42581
1073,1692_cavity22.mtx,4562,4562,138187,2920,19551,138187
1074,2099_ut2010.mtx,115406,115406,572066,393274,504954,572066
1075,0191_lp_recipe.mtx,91,204,687,41,233,687
1076,2548_TF19.mtx,241029,317955,4370721,1529292,3232916,4370721
1077,2231_sx-superuser.mtx,194085,194085,924886,777902,873814,924886
1078,1469_lpi_bgindy.mtx,2671,10880,66266,6354,31938,66266
1079,1807_internet.mtx,124651,124651,207214,74596,134106,207214
1080,2391_Goodwin_071.mtx,56021,56021,1797934,38095,319380,1797934
1081,0997_c-18.mtx,2169,2169,15145,1496,4743,15145
1082,1216_cavity09.mtx,1182,1182,32747,732,4695,32747
1083,0194_rotor1.mtx,100,100,708,31,139,708
1084,1387_ch7-6-b3.mtx,12600,4200,50400,5799,22411,50400
1085,0269_n4c5-b2.mtx,455,105,1365,92,494,1365
1086,2090_k1_san.mtx,67759,67759,559774,55175,210543,559774
1087,1139_email-Eu-core-temporal.mtx,1005,1005,24929,3920,18993,24929
1088,0144_impcol_c.mtx,137,137,411,29,159,411
1089,1148_lns_3937.mtx,3937,3937,25407,1569,7963,25407
1090,2654_hood.mtx,220542,220542,10768436,243392,1100792,10768436
1091,1098_saylr4.mtx,3564,3564,22316,2211,8763,22316
1092,0471_model1.mtx,362,798,3028,220,1029,3028
1093,2450_poisson3Db.mtx,85623,85623,2374949,1598354,1992952,2374949
1094,1689_cavity21.mtx,4562,4562,138187,2920,19551,138187
1095,2178_copter2(0).mtx,55476,55476,759952,112648,316545,759952
1096,2396_watson_2.mtx,352013,677224,1846391,360086,980895,1846391
1097,1855_struct4.mtx,4350,4350,237798,5722,39454,237798
1098,2085_rajat23.mtx,110355,110355,556938,72589,212904,556938
1099,1210_deter1.mtx,5527,15737,32187,25409,30643,32187
1100,2022_wy2010.mtx,86204,86204,427586,265941,363100,427586
1101,0903_adder_dcop_27.mtx,1813,1813,11246,3748,6209,11246
1102,1334_mycielskian10.mtx,767,767,44392,1079,9443,44392
1103,0501_pores_3.mtx,532,532,3474,196,575,3474
1104,0127_GD98_c.mtx,112,112,336,48,272,336
1105,0751_GL7d26.mtx,305,2798,7412,1589,5834,7412
1106,2415_coAuthorsDBLP.mtx,299067,299067,1955352,748747,1049330,1955352
1107,2325_heart1.mtx,3557,3557,1387773,11373,121180,1387773
1108,0624_n4c5-b3.mtx,1350,455,5400,422,1811,5400
1109,1032_Chebyshev2.mtx,2053,2053,18447,512,2052,18447
1110,2088_c-62ghs.mtx,41731,41731,559343,89725,189203,559343
1111,0236_bcsstm08.mtx,1074,1074,1074,68,269,1074
1112,2255_smallworld.mtx,100000,100000,999996,218316,315291,999996
1113,0709_cz628.mtx,628,628,6346,315,1687,6346
1114,0336_oscil_dcop_07.mtx,430,430,1544,220,671,1544
1115,0892_adder_dcop_63.mtx,1813,1813,11246,3748,6209,11246
1116,0517_steam1.mtx,240,240,3762,89,576,3762
1117,2522_barrier2-1.mtx,113076,113076,3805068,586134,1484403,3805068
1118,2555_thread.mtx,29736,29736,4470048,70623,548566,4470048
1119,2332_bcsstk35.mtx,30237,30237,1450163,19848,127456,1450163
1120,1235_bips98_606.mtx,7135,7135,34738,5972,15637,34738
1121,0632_lp_grow15.mtx,300,645,5620,101,679,5620
1122,2507_amazon0601.mtx,403394,403394,3387388,1643628,2078458,3387388
1123,2303_mn2010.mtx,259777,259777,1227102,641017,994845,1227102
1124,1518_cavity15.mtx,2597,2597,76367,1640,11139,76367
1125,2421_cage12.mtx,130228,130228,2032536,234060,764191,2032536
1126,2351_lhr71c.mtx,70304,70304,1528092,36458,252006,1528092
1127,1555_fv1.mtx,9604,9604,85264,4155,16611,85264
1128,1421_bcsstk27.mtx,1224,1224,56126,531,5332,56126
1129,2243_pcrystk02.mtx,13965,13965,968583,16603,102162,968583
1130,1004_ukerbe1.mtx,5981,5981,15704,2839,9156,15704
1131,2171_TSOPF_FS_b39_c7.mtx,28216,28216,730080,12687,85822,730080
1132,0733_lp_qap8.mtx,912,1632,7296,1797,4443,7296
1133,1191_LeGresley_4908.mtx,4908,4908,30482,8955,18437,30482
1134,1182_ACTIVSg2000.mtx,4000,4000,29336,8532,17464,29336
1135,1849_lhr11.mtx,10964,10964,233741,5633,38632,233741
1136,2111_bcsstk33.mtx,8738,8738,591904,10399,70233,591904
1137,0367_ch7-7-b1.mtx,882,49,1764,134,631,1764
1138,0210_gre_216b.mtx,216,216,876,49,266,876
1139,0540_young2c.mtx,841,841,4089,259,1429,4089
1140,1783_skirt.mtx,12598,12598,196520,13240,47882,196520
1141,0150_lp_adlittle.mtx,56,138,424,32,176,424
1142,0039_bcsstm02.mtx,66,66,66,5,17,66
1143,1523_ex28.mtx,2603,2603,77781,1487,7751,77781
1144,1292_G29.mtx,2000,2000,39980,14423,37096,39980
1145,1904_finance256.mtx,37376,37376,298496,29504,130192,298496
1146,2132_blockqp1.mtx,60012,60012,640033,17499,80007,640033
1147,2657_SiO2.mtx,155331,155331,11283503,554625,2290721,11283503
1148,0213_polbooks.mtx,105,105,882,43,283,882
1149,0264_impcol_d.mtx,425,425,1339,98,499,1339
1150,2484_roadNet-PA.mtx,1090920,1090920,3083796,917235,1961799,3083796
1151,2647_kron_g500-logn17.mtx,131072,131072,10228360,8123912,9783047,10228360
1152,0487_small.mtx,677,1400,3207,462,1402,3207
1153,0017_n3c4-b1.mtx,15,6,30,1,7,30
1154,1339_ge.mtx,10099,16369,44825,21475,34869,44825
1155,0229_lp_vtp_base.mtx,198,346,1051,125,524,1051
1156,0421_dwb512.mtx,512,512,2500,126,612,2500
1157,1063_aircraft.mtx,3754,7517,20267,1172,7883,20267
1158,2397_com-Amazon.mtx,334863,334863,1851744,1809035,1831658,1851744
1159,1437_p05.mtx,5090,9590,59045,3327,25353,59045
1160,1172_bayer05.mtx,3268,3268,27836,1318,5369,27836
1161,2261_gyro.mtx,17361,17361,1021159,38982,158709,1021159
1162,0713_bcspwr09.mtx,1723,1723,6511,2714,4325,6511
1163,1246_deter2.mtx,6095,17313,35731,27966,33935,35731
1164,2216_mesh_deform.mtx,234023,9393,853829,76547,246756,853829
1165,1744_Zhao1.mtx,33861,33861,166453,17116,61180,166453
1166,0087_GD98_b.mtx,121,121,207,36,133,207
1167,0466_D_11.mtx,169,461,2952,278,1804,2952
1168,0424_lp_etamacro.mtx,400,816,2537,142,681,2537
1169,1538_GL7d25.mtx,2798,21074,81671,50793,77631,81671
1170,0708_Pd_rhs.mtx,8081,12406,6323,1262,3578,6323
1171,0062_bcspwr01.mtx,39,39,131,9,46,131
1172,0524_nemscem.mtx,651,1712,3840,315,1197,3840
1173,1897_raefsky2.mtx,3242,3242,294276,4987,32361,294276
1174,1550_bcsstk13.mtx,2003,2003,83883,2080,13437,83883
1175,0449_nemsafm.mtx,334,2348,2826,255,987,2826
1176,1371_ww_vref_6405.mtx,13251,13251,48737,7653,20824,48737
1177,2328_nc2010.mtx,288987,288987,1416620,843062,1214652,1416620
1178,1096_ex33.mtx,1733,1733,22189,809,4116,22189
1179,1957_mark3jac120sc.mtx,54929,54929,342475,76468,196558,342475
1180,1592_Franz10.mtx,19588,4164,97508,9266,41448,97508
1181,2143_Zd_Jac2_db.mtx,22835,22835,676439,18583,151398,676439
1182,2091_patents_main.mtx,240547,240547,560943,531924,549779,560943
1183,1064_CollegeMsg.mtx,1899,1899,20296,8162,17526,20296
1184,1005_nos3.mtx,960,960,15844,386,1960,15844
1185,0561_Maragal_2.mtx,555,350,4357,430,1720,4357
1186,2066_ted_AB_unscaled.mtx,10605,10605,522387,6322,59759,522387
1187,2615_web-BerkStan.mtx,685230,685230,7600595,655330,2249031,7600595
1188,2265_Goodwin_054.mtx,32510,32510,1030878,23666,182782,1030878
1189,0461_can_256.mtx,256,256,2916,168,890,2916
1190,0153_sphere2.mtx,66,66,450,15,117,450
1191,1611_Kemelmacher.mtx,28452,9693,100875,10579,40269,100875
1192,1254_Chebyshev3.mtx,4101,4101,36879,1024,4100,36879
1193,1181_msc01050.mtx,1050,1050,29156,916,4413,29156
1194,2359_TF18.mtx,95368,123867,1597545,508660,1150217,1597545
1195,2674_hugetrace-00000.mtx,4588484,4588484,13758266,4690222,7628298,13758266
1196,2552_TSOPF_RS_b300_c3.mtx,42138,42138,4413449,33655,327929,4413449
1197,1875_jan99jac120sc.mtx,41374,41374,260202,65719,120356,260202
1198,0959_rajat12.mtx,1879,1879,12926,967,4118,12926
1199,2313_in2010.mtx,267071,267071,1281716,724621,1081710,1281716
1200,2012_sd2010.mtx,88360,88360,410722,184882,324026,410722
1201,0257_gams30a.mtx,354,531,1287,84,321,1287
1202,2281_connectus.mtx,512,394792,1127525,118661,504184,1127525
1203,2376_venkat25.mtx,62424,62424,1717792,74500,107362,1717792
1204,2196_Chevron2.mtx,90249,90249,803173,39329,157090,803173
1205,1232_shar_te2-b1.mtx,17160,286,34320,4188,14046,34320
1206,2751_mouse_gene.mtx,45101,45101,28967291,5812425,20405088,28967291
1207,2094_g7jac140sc.mtx,41490,41490,565956,128391,295365,565956
1208,1558_fv2.mtx,9801,9801,87025,4251,17007,87025
1209,1879_rat.mtx,3136,9408,268908,5430,39600,268908
1210,1653_conf5_0-4x4-22.mtx,3072,3072,119808,3008,15872,119808
1211,1520_lp_stocfor3.mtx,16675,23541,76473,6608,26966,76473
1212,1678_Wordnet3.mtx,82670,82670,132964,69132,96289,132964
1213,1905_c-60.mtx,43640,43640,298578,38524,101990,298578
1214,2324_nemeth22.mtx,9506,9506,1358832,7693,106747,1358832
1215,1271_dynamicSoaringProblem_8.mtx,3543,3543,38136,1905,8022,38136
1216,0870_adder_dcop_66.mtx,1813,1813,11246,3748,6209,11246
1217,0299_oscil_dcop_28.mtx,430,430,1544,220,671,1544
1218,1471_thermal.mtx,3456,3456,66528,1512,12096,66528
1219,0386_kneser_6_2_1.mtx,601,676,2027,1052,1722,2027
1220,0387_bibd_17_3.mtx,136,680,2040,132,654,2040
1221,2734_human_gene1.mtx,22283,22283,24669643,1824441,11739601,24669643
1222,2294_tn2010.mtx,240116,240116,1193966,686583,1010527,1193966
1223,1489_air06.mtx,825,8627,70806,5966,20586,70806
1224,1343_n3c6-b6.mtx,6435,5005,45045,3929,17564,45045
1225,2504_m14b.mtx,214765,214765,3358036,1710175,2168815,3358036
1226,1056_olm5000.mtx,5000,5000,19996,937,3748,19996
1227,0928_watt_2.mtx,1856,1856,11550,504,2562,11550
1228,0390_p0201.mtx,133,334,2056,72,503,2056
1229,1085_primagaz.mtx,1554,10836,21665,1931,7355,21665
1230,1880_enron.mtx,69244,69244,276143,69442,139240,276143
1231,2371_turon_m.mtx,189924,189924,1690876,154122,626782,1690876
1232,2491_pkustk03.mtx,63336,63336,3130416,76201,306612,3130416
1233,0983_adder_trans_02.mtx,1814,1814,14579,4988,8491,14579
1234,1006_lp_cre_c.mtx,3068,6411,15977,2011,6739,15977
1235,1546_G64.mtx,7000,7000,82918,54558,78488,82918
1236,2480_Trec14.mtx,3159,15905,2872265,107881,811017,2872265
1237,2311_c-73.mtx,169422,169422,1279274,106481,402648,1279274
1238,1527_LFAT5000.mtx,19994,19994,79966,3748,24989,79966
1239,1851_igbt3.mtx,10938,10938,234006,32206,84517,234006
1240,2399_n4c6-b9.mtx,186558,198895,1865580,191668,775514,1865580
1241,1453_gen1.mtx,769,2561,63086,3164,14081,63086
1242,1803_TSOPF_RS_b162_c1.mtx,5374,5374,205399,3017,20073,205399
1243,2466_ASIC_320k.mtx,321821,321821,2635364,421534,1013381,2635364
1244,1479_lp22.mtx,2958,16392,68518,18200,37476,68518
1245,2531_barrier2-11.mtx,115625,115625,3897557,598183,1522133,3897557
1246,2663_pwtk.mtx,217918,217918,11634424,134984,1041288,11634424
1247,0728_ch6-6-b2.mtx,2400,450,7200,682,2968,7200
1248,1706_ted_B_unscaled.mtx,10605,10605,144579,2347,22168,144579
1249,0568_IG5-9.mtx,342,540,4570,266,1831,4570
